Ticker,Company,Aliases
MMM,3M,"['Minnesota Mining and Manufacturing', 'Minnesota Mining & Mfg. Co.', 'Minnesota Mining and Manufacturing Company', '3M corporation', '3M Company', '3M']"
AOS,A. O. Smith,"['A. O. Smith Corporation', 'A.O. Smith', 'A.O. Smith Corporation', 'A O Smith']"
ABT,Abbott Laboratories,"['Abbott Labs', 'Abbott Laboratories, Inc.', 'Ross Laboratories', 'Abbott Pharmaceuticals', 'Abbott Nutrition', 'I-Stat', 'I-STAT', 'Abbott Molecular', 'Isomil', 'Abbot Laboratories', 'Abbott', 'Abbott Laboratories']"
ABBV,AbbVie,"['AbbVie Inc.', 'ABBV', 'AbbVie']"
ACN,Accenture,"['Accenture Global Solutions Limited (Dublin)', 'Accenture (Dublin)', 'Accenture PLC', 'Accenture']"
ADBE,Adobe Inc.,"['Adobe Systems', 'Adobe Systems, Inc.', 'Adobe Systems Software(Beijing)Co.,Ltd.', 'ADBE', 'ADOBE INC. (San Jose, CA)', 'adobe.com', 'Adobe Inc.', 'Adobe Systems Incorporated', 'Adobe']"
AMD,Advanced Micro Devices,['Advanced Micro Devices']
AES,AES Corporation,"['AES Corp.', 'The AES Corporation', 'AES Corp', 'AES Trust III', 'Arlington Energy', 'AES']"
AFL,Aflac,"['American Family Life Assurance Company', 'Aflac']"
A,Agilent Technologies,"['Agilent Technologies, Inc.', 'Agilent Technologies']"
APD,Air Products,['Air Products']
ABNB,Airbnb,"['Airbnb, Inc.', 'airbnb.com', 'Airbnb']"
AKAM,Akamai Technologies,"['Akamai Technologies, Inc.', 'Akamai', 'Akamai Technologies']"
ALB,Albemarle Corporation,['Albemarle']
ARE,Alexandria Real Estate Equities,['Alexandria Real Estate Equities']
ALGN,Align Technology,['Align Technology']
ALLE,Allegion,['Allegion']
LNT,Alliant Energy,['Alliant Energy']
ALL,Allstate,"['The Allstate Corporation', 'Allstate Insurance', 'Allstate']"
GOOGL,Alphabet Inc. (Class A),"['Google Inc.', 'Big G', 'Google, Inc.', 'Google LLC', 'google.com', 'Alphabet (Class A)']"
GOOG,Alphabet Inc. (Class C),"['Google Inc.', 'Big G', 'Google, Inc.', 'Google LLC', 'google.com', 'Alphabet (Class C)']"
MO,Altria,['Altria']
AMZN,Amazon,"['Amazon.com, Inc.', 'Amazon.com', 'Amazon']"
AMCR,Amcor,"['Australian Paper Manufacturers', 'Amcor PLC', 'Amcor Pty Ltd', 'AMCOR PLC', 'Amcor']"
AEE,Ameren,"['Union Electric Company of Missouri', 'Union Electric Light and Power Company', 'AmerenUE', 'Missouri Electric Light And Power Company', 'Union Electric Company', 'Ameren']"
AEP,American Electric Power,"['AEP', 'American Electric Power Corporation', 'American Electric Power']"
AXP,American Express,"['American Express Company', 'American Express Co', 'American Express Bank', 'AmEx', 'americanexpress.com', 'AEXP', 'American Express']"
AIG,American International Group,"['AIG', 'American International Group, Inc.', 'American International']"
AMT,American Tower,['American Tower']
AWK,American Water Works,['American Water Works']
AMP,Ameriprise Financial,"['Ameriprise Financial (United States)', 'Ameriprise Financial']"
AME,Ametek,"['Crank Software', 'Ametek']"
AMGN,Amgen,"['Applied Molecular Genetics', 'Amgen Inc.', 'Amgen']"
APH,Amphenol,['Amphenol']
ADI,Analog Devices,"['Analog Devices, Inc.', 'Analog Devices']"
ANSS,Ansys,"['ANSYS', 'Ansoft', 'ANSYS Inc.', 'Ansoft Corporation', 'ANSYS, Inc', 'Fluent, Inc.', 'ANSYS, Inc.', 'Swanson Analysis Systems, Inc.']"
AON,Aon plc,['Aon']
APA,APA Corporation,"['Apache Oil Corporation', 'Apache Corporation', 'Apache Corp.', 'APA']"
APO,Apollo Global Management,"['Apollo Global Management, LLC', 'Apollo Global Management']"
AAPL,Apple Inc.,"['Apple Computer Inc', 'Apple Incorporated', 'Apple, Inc', 'Apple Computer Inc.', 'Apple']"
AMAT,Applied Materials,"['Applied Materials, Inc.', 'APPLIED MATERIALS, INC. (Santa Clara, CA)', 'AMAT', 'Applied Materials']"
APTV,Aptiv,"['Aptiv PLC', 'Aptiv']"
ACGL,Arch Capital Group,"['Arch Capital Group Ltd.', 'Arch Capital', 'ACGL']"
ADM,Archer Daniels Midland,"['ADM', 'Archer Daniels Midland Company', 'Archer-Daniels-Midland Company', 'Archer Daniels Midland']"
ANET,Arista Networks,"['Arastra', 'Arista Networks']"
AJG,Arthur J. Gallagher & Co.,"['Gallagher & Co', 'Gallagher Insurance', 'AJ Gallagher', 'Arthur J Gallagher &']"
AIZ,Assurant,['Assurant']
T,AT&T,['AT&T']
ATO,Atmos Energy,"['Atmos Energy Corp', 'Atmos Energy']"
ADSK,Autodesk,['Autodesk']
ADP,Automatic Data Processing,"['Automatic Data Processing, Inc.', 'ADP', 'Automatic Data Processing Inc', 'Automatic Data Processing']"
AZO,AutoZone,['AutoZone']
AVB,AvalonBay Communities,['AvalonBay Communities']
AVY,Avery Dennison,['Avery Dennison']
AXON,Axon Enterprise,"['TASER International, Inc.', 'TASER International Incorporated', 'TASER', 'Taser International', 'Axon Enterprise', 'Axon Enterprise, Inc.']"
BKR,Baker Hughes,"['Baker Hughes Co.', 'Baker Hughes']"
BALL,Ball Corporation,['Ball']
BAC,Bank of America,"['Bank of America Corporation', 'BoA', 'BofA', 'BANK OF AMERICA CORPORATION (Charlotte, NC)', 'Bank of America']"
BAX,Baxter International,"['Baxter International Inc', 'Baxter International']"
BDX,Becton Dickinson,"['Becton, Dickinson and Company', 'BD', 'BD Biosciences (United States)', 'Becton Dickinson']"
BRK.B,Berkshire Hathaway,"['Berkshire Hathaway Inc.', 'Valley Falls Company', 'Berkshire Hathaway Incorperation', 'Berkshire Hathaway']"
BBY,Best Buy,"['Best Buy Co., Inc.', 'Best Buy Co.', 'Best Buy Co. Inc.', 'Best Buy']"
TECH,Bio-Techne,['Bio-Techne']
BIIB,Biogen,"['Biogen Inc.', 'BIIB', 'Biogen Idec', 'Biogen']"
BLK,BlackRock,"['BlackRock, Inc.', 'BLK', 'BlackRock']"
BX,Blackstone Inc.,"['The Blackstone Group L.P.', 'Blackstone Group', 'The Blackstone Group', 'Blackstone']"
BK,BNY Mellon,"['The Bank of New York Mellon Corporation', 'BNY Mellon', 'BNY']"
BA,Boeing,"['The Boeing Company', 'Boeing Company', 'United Aircraft and Transport Corp', 'The Boeing Company (Chicago, IL)', 'Boeing']"
BKNG,Booking Holdings,"['The Priceline Group Inc.', 'Priceline Group', 'The Priceline Group', 'Booking Holdings Inc.', 'Booking Holdings']"
BSX,Boston Scientific,"['Boston Scientific Corporation', 'BSC', 'Boston Scientific']"
BMY,Bristol Myers Squibb,"['BMS', 'Bristol-Myers Squibb SARL', 'Bristol Myers Squibb']"
AVGO,Broadcom,['Broadcom']
BR,Broadridge Financial Solutions,['Broadridge Financial Solutions']
BRO,Brown & Brown,['Brown & Brown']
BF.B,Brown–Forman,"['Brown-Forman Corporation', 'Brown–Forman']"
BLDR,Builders FirstSource,['Builders FirstSource']
BG,Bunge Global,['Bunge Global']
BXP,"BXP, Inc.","['Boston properties', 'BXP']"
CHRW,C.H. Robinson,"['C.H. Robinson Worldwide, Inc.', 'C.H. Robinson', 'CH Robinson']"
CDNS,Cadence Design Systems,"['Cadence Design Systems, Inc', 'cādence', 'Cadence Design Systems, Inc.     (San Jose, CA)', 'Cadence Design Systems']"
CZR,Caesars Entertainment,"['Harrah’s Entertainment', 'Caesars Entertainment']"
CPT,Camden Property Trust,['Camden Property Trust']
CPB,Campbell's Company (The),"[""Campbell's Company ()""]"
COF,Capital One,"['Capital One Financial Corporation', 'Capital One Financial', 'Capital One Financial Corp.', 'Capital One Services, LLC  (McLean, VA)', 'CAPITAL ONE SERVICES, LLC     (McLean, VA)', 'Capital One']"
CAH,Cardinal Health,"['CardinalHealth', 'Cardinal Health Incorporated', 'Cardinal Health, Inc.', 'Cardinal Health Inc.', 'Cardinal Health (United States)', 'Cardinal Health']"
KMX,CarMax,['CarMax']
CCL,Carnival,"['Carnival Cruise', 'Carnival Cruise Line', 'Carnival plc', 'Carnival Corporation', 'Carnival Corp.', 'Carnival Corporation & Plc', 'Carnival Corporation & PLC', 'Carnival Corp', 'Carnival']"
CARR,Carrier Global,"['Carrier Corp', 'Carrier', 'CARRIER CORPORATION (Palm Beach Gardens, FL)', 'Carrier Global']"
CAT,Caterpillar Inc.,"['Caterpillar Tractor Company', 'CAT', 'Caterpillar', 'Caterpillar Inc. (Peoria, IL)']"
CBOE,Cboe Global Markets,['Cboe Global Markets']
CBRE,CBRE Group,"['CBRE Group, Inc.', 'CBRE']"
CDW,CDW Corporation,['CDW']
COR,Cencora,"['AmerisourceBergen Corporation', 'AmerisourceBergen World Courier', 'Cencora, Inc.', 'Cencora']"
CNC,Centene Corporation,['Centene']
CNP,CenterPoint Energy,"['CenterPoint', 'CenterPoint Energy']"
CF,CF Industries,"['CF Industries Holdings, Inc.', 'CF Industries Holdings', 'CF Fertilisers', 'CF Industries']"
CRL,Charles River Laboratories,"['Charles River Laboratories, Inc.', 'Charles River', 'Charles River Laboratories']"
SCHW,Charles Schwab Corporation,"['Charles Schwab', 'The Charles Schwab Corporation', 'Charles Schwab & Co., Inc.', 'Charles Schwab & Co.', 'Schwab']"
CHTR,Charter Communications,"['Charter Communications, Inc.', 'Spectrum Cable', 'Spectrum', 'Charter Communications']"
CVX,Chevron Corporation,"['Chevron México', 'Chevron', 'Standard Oil of California']"
CMG,Chipotle Mexican Grill,"['Chipotle', 'Chipotle Mexican Grill']"
CB,Chubb Limited,"['Chub Limited', 'Chub Ltd', 'Chubb']"
CHD,Church & Dwight,['Church & Dwight']
CI,Cigna,['Cigna']
CINF,Cincinnati Financial,"['Cincinnati Financial Corporation', 'Cincinnati Financial']"
CTAS,Cintas,"['Cintas Corporation', 'Acme Industrial Laundry Company', 'Cintas']"
CSCO,Cisco,"['Cisco Systems, Inc.', 'Cisco Systems', 'cisco.com', 'Cisco']"
C,Citigroup,['Citigroup']
CFG,Citizens Financial Group,"['Citizens Bank', 'Citizens Financial Group, Inc. (Providence, RI)', 'Citizens Financial']"
CLX,Clorox,"['The Clorox Company', 'Clorox Company', 'Clorox']"
CME,CME Group,"['CME Group Inc.', 'CME', 'CMEE', 'CME EUROPE']"
CMS,CMS Energy,['CMS Energy']
KO,Coca-Cola Company (The),"['Copenhagen University', 'Københavns Universitet', 'ku.dk', 'Coca-Cola Company ()']"
CTSH,Cognizant,"['Cognizant Technology Solutions Corporation', 'Cognizant Technology Solutions', 'Cognizant']"
CL,Colgate-Palmolive,"['Colgate Palmolive', 'Colgate-Palmolive', 'Colgate-Palmolive-Peet', 'Colgate & Co']"
CMCSA,Comcast,"['Comcast Corporation', 'Comcast Holdings', 'Comcast']"
CAG,Conagra Brands,"['Nebraska Consolidated Mills', 'ConAgra', 'ConAgra Foods', 'Conagra Brands', 'Conagra Brands (United States)']"
COP,ConocoPhillips,"['Conoco Phillips', 'Continental Oil Company', 'ConocoPhillips']"
ED,Consolidated Edison,"['Consolidated Edison, Inc.', 'Con Edison', 'Con Ed', 'Consolidated Edison']"
STZ,Constellation Brands,"['STZ', 'Constellation', 'Constellation Brands Inc.', 'Constellation Beers & Spirits', 'Constellation Wines', 'Constellation Brands']"
CEG,Constellation Energy,['Constellation Energy']
COO,Cooper Companies (The),['Cooper Companies ()']
CPRT,Copart,['Copart']
GLW,Corning Inc.,"['Corning Glass Works', 'Corning Incorporated', 'Corning']"
CPAY,Corpay,['Corpay']
CTVA,Corteva,"['Corteva, Inc.', 'Corteva Agriscience', 'Corteva Inc', 'Corteva, Inc', 'Corteva']"
CSGP,CoStar Group,"['CoStar Group, Inc.', 'CoStar Group Inc', 'CoStar']"
COST,Costco,['Costco']
CTRA,Coterra,"['Coterra', 'Cabot Oil & Gas']"
CRWD,CrowdStrike,"['CrowdStrikes Holdings, Inc.', 'CrowdStrikes Holdings', 'CRWD', 'CrowdStrike']"
CCI,Crown Castle,"['Crown Castle', 'Crown Castle International']"
CSX,CSX Corporation,['CSX']
CMI,Cummins,"['Cummins Inc.', 'Cummins, Inc.', 'Cummins']"
CVS,CVS Health,"['CVS Health (United States)', 'CVS Health']"
DHR,Danaher Corporation,['Danaher']
DRI,Darden Restaurants,['Darden Restaurants']
DVA,DaVita,"['DaVita Kidney Care', 'DaVita Inc.', 'DaVita Dialysis', 'DaVita']"
DAY,Dayforce,"['Ceridian HCM Holding Inc.', 'Ceridian', 'Dayforce']"
DECK,Deckers Brands,['Deckers Brands']
DE,Deere & Company,"['John Deere', 'Deere and Company', 'Deere & Co', 'DEERE & COMPANY (Moline, IL)', 'Deere & Company']"
DELL,Dell Technologies,"['Dell', 'Dell Technologies']"
DAL,Delta Air Lines,"['DAL', 'Delta Air Lines, Inc.', 'Delta', 'DL', 'Delta Airlines', 'Delta Air Lines']"
DVN,Devon Energy,['Devon Energy']
DXCM,Dexcom,"['Dexcom, Inc.', 'Dexcom']"
FANG,Diamondback Energy,['Diamondback Energy']
DLR,Digital Realty,['Digital Realty']
DFS,Discover Financial,"['DFS', 'Discover Financial']"
DG,Dollar General,"['Dollar General Corporation', 'DolGenCorp', 'Dollar General Store', 'Dollar General']"
DLTR,Dollar Tree,['Dollar Tree']
D,Dominion Energy,"['Dominion Resources', 'Dominion', 'Dominion Energy']"
DPZ,Domino's,"[""Domino's Pizza, Inc."", ""Domino's""]"
DASH,DoorDash,['DoorDash']
DOV,Dover Corporation,"['Dover Co.', 'Dover']"
DOW,Dow Inc.,"['Dow', 'Dow Chemical']"
DHI,D. R. Horton,"['D.R. Horton', 'DR Horton', 'D.R. Horton, Inc.', 'D R Horton']"
DTE,DTE Energy,"['Detroit Edison', 'DTE', 'DTE Energy']"
DUK,Duke Energy,"['Duke Energy Corporation', 'Duke Energy']"
DD,DuPont,"['E. I. du Pont de Nemours and Company', 'E. I. DuPont de Nemours & Co.', 'DuPont de Nemours, Inc.', 'DuPont de Nemours', 'DowDuPont', 'E.I. DuPont de Nemours Company', 'DuPont']"
EMN,Eastman Chemical Company,"['Eastman', 'Eastman Chemical Company']"
ETN,Eaton Corporation,"['Eaton Corporation Plc', 'Eaton']"
EBAY,eBay Inc.,"['eBay Inc.', 'ebay', 'eBay Inc. (San Jose, CA)']"
ECL,Ecolab,"['Economics Laboratory', 'Ecolab Inc.', 'ECL', 'Ecolab']"
EIX,Edison International,['Edison International']
EW,Edwards Lifesciences,"['Edwards Lifesciences (Switzerland)', 'Edwards Lifesciences']"
EA,Electronic Arts,['Electronic Arts']
ELV,Elevance Health,"['WellPoint, Inc', 'Anthem', 'Anthem Blue Cross and Blue Shield', 'Anthem Insurance Companies', 'Anthem, Inc.', 'Elevance Health']"
EMR,Emerson Electric,"['Emerson Electric Company', 'EMR', 'EMRSN', 'Emerson Electric Co.', 'Emerson', 'Emerson Electric Co', 'Emerson Electric']"
ENPH,Enphase Energy,['Enphase Energy']
ETR,Entergy,"['Entergy Corporation', 'Entergy']"
EOG,EOG Resources,"['Enron Oil and Gas', 'EOG Resources']"
EPAM,EPAM Systems,"['EPAM Systems, Inc.', 'EPAM', 'EPAM Systems']"
EQT,EQT Corporation,"['EQT Group', 'EQT AB', 'EQT']"
EFX,Equifax,"['Equifax Inc.', 'Equifax']"
EQIX,Equinix,['Equinix']
EQR,Equity Residential,['Equity Residential']
ERIE,Erie Indemnity,['Erie Indemnity']
ESS,Essex Property Trust,['Essex Property Trust']
EL,Estée Lauder Companies (The),['Estée Lauder Companies ()']
EG,Everest Group,['Everest']
EVRG,Evergy,"['Westar Energy', 'Evergy']"
ES,Eversource Energy,"['Northeast Utilities', 'Eversource', 'Eversource Energy']"
EXC,Exelon,"['Exelon Corporation', 'Exelon']"
EXE,Expand Energy,['Expand Energy']
EXPE,Expedia Group,"['Expedia Group Inc', 'Expedia Inc.', 'EXPE', 'EXPE (NASDAQ)', 'Expedia', 'Expedia Group, Inc.']"
EXPD,Expeditors International,"['Expeditors International of Washington', 'Expeditors', 'Expeditors International']"
EXR,Extra Space Storage,['Extra Space Storage']
XOM,ExxonMobil,"['Exxon Mobil Corporation', 'Exxon Mobil Corp.', 'Exxon Mobil', 'ExxonMobil']"
FFIV,"F5, Inc.",['F5']
FDS,FactSet,['FactSet']
FICO,Fair Isaac,"['Fair Isaac and Company', 'Fair Isaac']"
FAST,Fastenal,"['Fastenal Company', 'Fastenal']"
FRT,Federal Realty Investment Trust,['Federal Realty Investment Trust']
FDX,FedEx,"['FedEx Corporation', 'Federal Express', 'FEDEX CORPORATE SERVICES, INC. (Collierville, TN)', 'FedEx']"
FIS,Fidelity National Information Services,"['FIS', 'Fidelity Information Services', 'PayNet Payments Network - FIS Global', 'PayNet Payments Network, LLC (Jacksonville, FL)', 'Fidelity National Information Services']"
FITB,Fifth Third Bancorp,['Fifth Third Bancorp']
FSLR,First Solar,"['FSLR', 'First Solar']"
FE,FirstEnergy,"['First Energy', 'FirstEnergy']"
FI,Fiserv,"['Fiserv, Inc.', 'First Data Processing', 'First service', 'Fiserv']"
F,Ford Motor Company,"['Ford Motor', 'Ford Motor Corporation', 'FoMoCo', 'Ford Motors', 'Ford Motor Co.', 'Ford', 'Ford Motor Company']"
FTNT,Fortinet,"['Fortinet Inc.', 'FTNT', 'Fortinet, Inc.', 'Fortinet']"
FTV,Fortive,"['FTV', 'Fukutele', 'JOPX', 'Fortive']"
